0.052632,1.000000,0.178322,0.438061,0.145833,0.611062,0.173913,0.281766,0.075000,0.231206,0.094567,0.292080,0.147059,0.668262,0.207143,0.238484,0.098485,0.283941,0.096154,1.000000,0.056818,1.000000,0.077143,0.423809,0.278571,0.189030,0.101852,0.443465,0.055556,0.399905,0
0.725400,0.067106,0.818182,0.012134,0.783333,0.063753,0.869565,0.033901,0.800000,0.013222,0.637827,0.024151,0.688235,0.015734,0.614286,0.019867,0.515152,0.009743,0.307692,0.019228,0.478469,0.153380,0.691429,0.113787,0.814286,0.055175,0.740741,0.268071,0.666667,0.159488,1
0.151030,0.471242,0.118881,1.000000,0.116667,0.946614,0.173913,0.674658,0.000000,0.000000,0.042254,1.000000,0.094118,1.000000,0.142857,1.000000,0.121212,1.000000,0.000000,0.000000,0.047847,0.935090,0.102857,1.000000,0.228571,1.000000,0.259259,0.568722,0.000000,0.000000,2
0.009153,0.227528,0.279720,0.020959,0.200000,0.541142,0.000000,0.000000,0.000000,0.000000,0.177062,0.022765,0.258824,0.017664,0.285714,0.146205,0.242424,0.086933,0.000000,0.000000,0.200957,0.031896,0.091429,0.056970,0.285714,0.074579,0.000000,0.085114,0.000000,0.000000,3
0.725400,0.067106,0.818182,0.012134,0.783333,0.063753,0.869565,0.033901,0.800000,0.013222,0.637827,0.024151,0.688235,0.015734,0.614286,0.019867,0.515152,0.009743,0.307692,0.019228,0.478469,0.153380,0.691429,0.113787,0.814286,0.055175,0.740741,0.268071,0.666667,0.159488,4
0.691076,0.174646,0.972028,0.025955,0.266667,0.254359,0.347826,0.263650,0.400000,0.192023,0.756539,0.064859,0.758824,0.018954,0.471429,0.043805,0.515152,0.023332,0.538462,0.017827,0.732057,0.220758,0.822857,0.074962,0.771429,0.041136,0.000000,0.220853,0.666667,0.175568,5
0.675057,0.189600,0.510490,0.014939,0.533333,0.082772,0.695652,0.143980,0.600000,0.193514,0.750503,0.083998,0.735294,0.026319,0.371429,0.020565,0.515152,0.025213,0.153846,0.029752,0.598086,0.126635,0.600000,0.040459,0.485714,0.062231,0.111111,0.663675,0.666667,0.253875,6
0.219680,0.116557,0.496503,0.023266,0.516667,0.080533,0.478261,0.177438,0.600000,0.179592,0.613682,0.071285,0.729412,0.018224,0.585714,0.063315,0.545455,0.025435,0.461538,0.032302,0.456938,0.131576,0.645714,0.051773,0.400000,0.034025,0.481481,0.245656,0.666667,0.171824,0
0.675057,0.123485,0.755245,0.015061,1.000000,0.075176,0.521739,0.243147,0.500000,0.242337,0.734406,0.068380,0.717647,0.030842,0.685714,0.022433,0.515152,0.007292,0.615385,0.017206,0.519139,0.108345,0.822857,0.070316,0.357143,0.055522,0.444444,0.572527,0.555556,0.341509,1
0.970252,0.141762,0.755245,0.016430,0.733333,0.363268,0.478261,0.410213,0.500000,0.451316,0.754527,0.057932,0.729412,0.016084,0.614286,0.034967,0.333333,0.019484,0.461538,0.036756,1.000000,0.156395,0.291429,0.057144,0.514286,0.058233,0.000000,1.000000,0.000000,1.000000,2
0.091533,0.092746,0.363636,0.023255,0.466667,0.404198,0.521739,0.243842,0.500000,0.171723,1.000000,0.031115,1.000000,0.007542,0.828571,0.013725,0.727273,0.004956,0.461538,0.007431,0.724880,0.094965,0.245714,0.060493,0.314286,0.062152,0.407407,0.239883,0.555556,0.177442,3
0.892449,0.089457,0.804196,0.019001,0.250000,0.165875,0.217391,0.178777,0.200000,0.302888,0.877264,0.030582,0.282353,0.013031,0.500000,0.031075,0.545455,0.018263,0.461538,0.021173,0.928230,0.116900,0.137143,0.024544,0.528571,0.083597,0.629630,0.387582,0.777778,0.164652,4
0.897025,0.112559,0.188811,0.025589,0.500000,0.411491,0.652174,0.122988,0.800000,0.042492,0.877264,0.027120,0.876471,0.004959,0.800000,0.005392,0.272727,0.003910,0.538462,0.008216,0.913876,0.062288,0.485714,0.046522,0.557143,0.043877,0.629630,0.129745,0.000000,0.153429,5
0.750572,0.097390,0.489510,0.023795,0.100000,0.721269,0.173913,1.000000,0.400000,0.713404,0.686117,0.032025,0.329412,0.019964,0.400000,0.051124,0.333333,0.025350,0.153846,0.104831,0.708134,0.084906,0.280000,0.062017,0.514286,0.057157,0.333333,0.196995,0.666667,0.082434,6
0.684211,0.126171,0.454545,0.007986,0.800000,0.055245,0.695652,0.035091,0.800000,0.017552,0.657948,0.023259,0.670588,0.013262,0.628571,0.011723,0.515152,0.008066,0.615385,0.013005,0.925837,0.047236,0.474286,0.035457,0.542857,0.025101,0.000000,0.141271,0.333333,0.105949,0
0.679634,0.125933,0.559441,0.020506,0.650000,0.228312,0.695652,0.144970,0.600000,0.102434,0.887324,0.034313,0.905882,0.006700,0.857143,0.017504,0.909091,0.005205,0.153846,0.015503,0.933014,0.062024,0.474286,0.018226,0.314286,0.006521,0.666667,0.060978,0.666667,0.018785,1
0.892449,0.107351,0.174825,0.026214,0.416667,0.316804,0.565217,0.079703,0.600000,0.036517,0.780684,0.022670,0.758824,0.005942,0.600000,0.009609,1.000000,0.003605,0.923077,0.004686,0.696172,0.086263,0.188571,0.040150,0.385714,0.043590,0.555556,0.084712,0.777778,0.037571,2
0.892449,0.107351,0.174825,0.026214,0.416667,0.316804,0.565217,0.079703,0.600000,0.036517,0.780684,0.022670,0.758824,0.005942,0.600000,0.009609,1.000000,0.003605,0.923077,0.004686,0.696172,0.086263,0.188571,0.040150,0.385714,0.043590,0.555556,0.084712,0.777778,0.037571,3
0.663616,0.168955,0.510490,0.017418,0.400000,0.391040,0.521739,0.267819,0.600000,0.225740,0.752515,0.088255,0.700000,0.031884,0.571429,0.037419,0.484848,0.013661,0.307692,0.026672,0.600478,0.184768,0.348571,0.043741,0.371429,0.032132,0.518519,0.315050,0.555556,0.159338,4
0.590389,0.091236,0.468531,0.016212,0.466667,0.182602,0.521739,0.281314,0.100000,0.344763,0.714286,0.109204,0.676471,0.039784,0.000000,0.054019,0.212121,0.073481,0.461538,0.081324,0.662679,0.125272,0.451429,0.041898,0.200000,0.034911,0.518519,0.267340,0.555556,0.148790,5
0.663616,0.073101,0.769231,0.007344,0.566667,0.144968,0.739130,0.126561,0.200000,0.145191,0.710262,0.096430,0.717647,0.022556,0.542857,0.024566,0.363636,0.017670,0.461538,0.026101,0.849282,0.112465,0.680000,0.064075,0.242857,0.035232,0.259259,0.098653,0.444444,0.089340,6
0.794050,0.099511,0.272727,0.015839,0.233333,0.195221,0.434783,0.367230,0.400000,0.279553,0.710262,0.111456,0.700000,0.053847,0.471429,0.041403,0.545455,0.035442,0.538462,0.019824,0.844498,0.097728,0.354286,0.077154,0.342857,0.036432,0.481481,0.124105,0.666667,0.069953,0
